"int_pair","typeA","typeB","clustA","clustB","value"
"TNFSF10 & RIPK1","L","R","CAF","NK",0.362
"TNFSF10 & RIPK1","L","R","CAF","T_cell",0.33
"TNFSF10 & RIPK1","L","R","Endo","CAF",0.744
"TNFSF10 & RIPK1","L","R","Endo","Endo",0.807
"TNFSF10 & RIPK1","L","R","Endo","Macro",0.706
"TNFSF10 & RIPK1","L","R","Endo","malignant_cell",0.754
"TNFSF10 & RIPK1","L","R","Endo","NK",0.774
"TNFSF10 & RIPK1","L","R","Endo","T_cell",0.743
"TNFSF10 & RIPK1","L","R","Macro","CAF",0.529
"TNFSF10 & RIPK1","L","R","Macro","Endo",0.591
"TNFSF10 & RIPK1","L","R","Macro","Macro",0.49
"TNFSF10 & RIPK1","L","R","Macro","malignant_cell",0.539
"TNFSF10 & RIPK1","L","R","Macro","NK",0.559
"TNFSF10 & RIPK1","L","R","Macro","T_cell",0.528
"TNFSF10 & RIPK1","L","R","NK","CAF",0.392
"TNFSF10 & RIPK1","L","R","NK","Endo",0.455
"TNFSF10 & RIPK1","L","R","NK","Macro",0.354
"TNFSF10 & RIPK1","L","R","NK","malignant_cell",0.402
"TNFSF10 & RIPK1","L","R","NK","NK",0.423
"TNFSF10 & RIPK1","L","R","NK","T_cell",0.392
"TNFSF10 & RIPK1","L","R","T_cell","Endo",0.323
"TNFSF10 & RIPK1","L","R","T_cell","malignant_cell",0.27
"TNFSF10 & RIPK1","L","R","T_cell","T_cell",0.26
"TNFSF10 & TNFRSF10A","L","R","B_cell","B_cell",0.344
"TNFSF10 & TNFRSF10A","L","R","CAF","B_cell",0.435
"TNFSF10 & TNFRSF10A","L","R","Endo","B_cell",0.848
"TNFSF10 & TNFRSF10A","L","R","Macro","B_cell",0.632
"TNFSF10 & TNFRSF10A","L","R","NK","B_cell",0.496
"TNFSF10 & TNFRSF10A","L","R","T_cell","B_cell",0.364
"TNFSF10 & TNFRSF10A","L","R","Endo","CAF",0.69
"TNFSF10 & TNFRSF10A","L","R","Macro","CAF",0.475
"TNFSF10 & TNFRSF10A","L","R","Endo","Endo",0.753
"TNFSF10 & TNFRSF10A","L","R","Macro","Endo",0.538
"TNFSF10 & TNFRSF10A","L","R","NK","Endo",0.401
"TNFSF10 & TNFRSF10A","L","R","Endo","Macro",0.724
"TNFSF10 & TNFRSF10A","L","R","Macro","Macro",0.509
"TNFSF10 & TNFRSF10A","L","R","NK","Macro",0.372
"TNFSF10 & TNFRSF10A","L","R","Endo","malignant_cell",0.692
"TNFSF10 & TNFRSF10A","L","R","Macro","malignant_cell",0.476
"TNFSF10 & TNFRSF10A","L","R","NK","malignant_cell",0.34
"TNFSF10 & TNFRSF10A","L","R","Endo","NK",0.723
"TNFSF10 & TNFRSF10A","L","R","Macro","NK",0.507
"TNFSF10 & TNFRSF10A","L","R","NK","NK",0.371
"TNFSF10 & TNFRSF10A","L","R","B_cell","T_cell",0.286
"TNFSF10 & TNFRSF10A","L","R","CAF","T_cell",0.377
"TNFSF10 & TNFRSF10A","L","R","Endo","T_cell",0.79
"TNFSF10 & TNFRSF10A","L","R","Macro","T_cell",0.574
"TNFSF10 & TNFRSF10A","L","R","NK","T_cell",0.438
"TNFSF10 & TNFRSF10A","L","R","T_cell","T_cell",0.306
"TNFSF10 & TNFRSF10B","L","R","CAF","B_cell",0.47
"TNFSF10 & TNFRSF10B","L","R","Endo","B_cell",0.882
"TNFSF10 & TNFRSF10B","L","R","Macro","B_cell",0.667
"TNFSF10 & TNFRSF10B","L","R","NK","B_cell",0.531
"TNFSF10 & TNFRSF10B","L","R","T_cell","B_cell",0.399
"TNFSF10 & TNFRSF10B","L","R","CAF","CAF",0.452
"TNFSF10 & TNFRSF10B","L","R","Endo","CAF",0.865
"TNFSF10 & TNFRSF10B","L","R","Macro","CAF",0.65
"TNFSF10 & TNFRSF10B","L","R","NK","CAF",0.514
"TNFSF10 & TNFRSF10B","L","R","B_cell","Endo",0.533
"TNFSF10 & TNFRSF10B","L","R","CAF","Endo",0.623
"TNFSF10 & TNFRSF10B","L","R","Endo","Endo",1.036
"TNFSF10 & TNFRSF10B","L","R","Macro","Endo",0.821
"TNFSF10 & TNFRSF10B","L","R","NK","Endo",0.684
"TNFSF10 & TNFRSF10B","L","R","T_cell","Endo",0.552
"TNFSF10 & TNFRSF10B","L","R","CAF","Macro",0.453
"TNFSF10 & TNFRSF10B","L","R","Endo","Macro",0.866
"TNFSF10 & TNFRSF10B","L","R","Macro","Macro",0.65
"TNFSF10 & TNFRSF10B","L","R","NK","Macro",0.514
"TNFSF10 & TNFRSF10B","L","R","B_cell","malignant_cell",0.407
"TNFSF10 & TNFRSF10B","L","R","CAF","malignant_cell",0.497
"TNFSF10 & TNFRSF10B","L","R","Endo","malignant_cell",0.91
"TNFSF10 & TNFRSF10B","L","R","Macro","malignant_cell",0.695
"TNFSF10 & TNFRSF10B","L","R","NK","malignant_cell",0.559
"TNFSF10 & TNFRSF10B","L","R","T_cell","malignant_cell",0.427
"TNFSF10 & TNFRSF10B","L","R","Endo","NK",0.779
"TNFSF10 & TNFRSF10B","L","R","Macro","NK",0.564
"TNFSF10 & TNFRSF10B","L","R","Endo","T_cell",0.845
"TNFSF10 & TNFRSF10B","L","R","Macro","T_cell",0.629
"TNFSF10 & TNFRSF10B","L","R","NK","T_cell",0.493
"TNFSF10 & TNFRSF10C","L","R","B_cell","Endo",0.263
"TNFSF10 & TNFRSF10C","L","R","CAF","Endo",0.353
"TNFSF10 & TNFRSF10C","L","R","Endo","Endo",0.766
"TNFSF10 & TNFRSF10C","L","R","Macro","Endo",0.551
"TNFSF10 & TNFRSF10C","L","R","NK","Endo",0.414
"TNFSF10 & TNFRSF10C","L","R","T_cell","Endo",0.282
"TNFSF10 & TNFRSF10C","L","R","B_cell","Macro",0.232
"TNFSF10 & TNFRSF10C","L","R","CAF","Macro",0.322
"TNFSF10 & TNFRSF10C","L","R","Endo","Macro",0.735
"TNFSF10 & TNFRSF10C","L","R","Macro","Macro",0.52
"TNFSF10 & TNFRSF10C","L","R","NK","Macro",0.383
"TNFSF10 & TNFRSF10C","L","R","T_cell","Macro",0.251
"TNFSF10 & TNFRSF10D","L","R","B_cell","CAF",0.235
"TNFSF10 & TNFRSF10D","L","R","B_cell","Endo",0.34
"TNFSF10 & TNFRSF10D","L","R","B_cell","Macro",0.241
"TNFSF10 & TNFRSF10D","L","R","CAF","CAF",0.326
"TNFSF10 & TNFRSF10D","L","R","CAF","Endo",0.43
"TNFSF10 & TNFRSF10D","L","R","CAF","Macro",0.332
"TNFSF10 & TNFRSF10D","L","R","Endo","CAF",0.739
"TNFSF10 & TNFRSF10D","L","R","Endo","Endo",0.843
"TNFSF10 & TNFRSF10D","L","R","Endo","Macro",0.744
"TNFSF10 & TNFRSF10D","L","R","Macro","CAF",0.523
"TNFSF10 & TNFRSF10D","L","R","Macro","Endo",0.628
"TNFSF10 & TNFRSF10D","L","R","Macro","Macro",0.529
"TNFSF10 & TNFRSF10D","L","R","malignant_cell","Endo",0.234
"TNFSF10 & TNFRSF10D","L","R","NK","CAF",0.387
"TNFSF10 & TNFRSF10D","L","R","NK","Endo",0.492
"TNFSF10 & TNFRSF10D","L","R","NK","Macro",0.393
"TNFSF10 & TNFRSF10D","L","R","T_cell","CAF",0.255
"TNFSF10 & TNFRSF10D","L","R","T_cell","Endo",0.36
"TNFSF10 & TNFRSF10D","L","R","T_cell","Macro",0.261
"TNFSF10 & TNFRSF11B","L","R","B_cell","CAF",0.289
"TNFSF10 & TNFRSF11B","L","R","CAF","CAF",0.38
"TNFSF10 & TNFRSF11B","L","R","Endo","CAF",0.792
"TNFSF10 & TNFRSF11B","L","R","Macro","CAF",0.577
"TNFSF10 & TNFRSF11B","L","R","NK","CAF",0.441
"TNFSF10 & TNFRSF11B","L","R","T_cell","CAF",0.309
"TNFSF12 & TNFRSF12A","L","R","CAF","CAF",0.501
"TNFSF12 & TNFRSF12A","L","R","CAF","malignant_cell",0.414
"TNFSF12 & TNFRSF12A","L","R","Macro","CAF",0.593
"TNFSF12 & TNFRSF12A","L","R","Macro","Macro",0.272
"TNFSF12 & TNFRSF12A","L","R","Macro","malignant_cell",0.506
"TNFSF12 & TNFRSF12A","L","R","malignant_cell","CAF",0.463
"TNFSF12 & TNFRSF12A","L","R","malignant_cell","malignant_cell",0.376
"TNFSF12 & TNFRSF25","L","R","CAF","Endo",0.183
"TNFSF12 & TNFRSF25","L","R","CAF","T_cell",0.246
"TNFSF12 & TNFRSF25","L","R","Macro","Endo",0.274
"TNFSF12 & TNFRSF25","L","R","Macro","T_cell",0.338
"TNFSF12 & TNFRSF25","L","R","malignant_cell","T_cell",0.208
"TNFSF13 & FAS","L","R","Macro","CAF",0.872
"TNFSF13 & FAS","L","R","Macro","Macro",0.676
"TNFSF13 & FAS","L","R","Macro","malignant_cell",0.658
"TNFSF13 & FAS","L","R","Macro","NK",0.692
"TNFSF13 & FAS","L","R","Macro","T_cell",0.785
"TNFSF13 & TNFRSF13B","L","R","Macro","B_cell",0.789
"TNFSF13 & TNFRSF14","L","R","Macro","B_cell",0.955
"TNFSF13 & TNFRSF14","L","R","Macro","CAF",0.817
"TNFSF13 & TNFRSF14","L","R","Macro","Endo",1.124
"TNFSF13 & TNFRSF14","L","R","Macro","Macro",1.148
"TNFSF13 & TNFRSF14","L","R","Macro","malignant_cell",1.108
"TNFSF13 & TNFRSF14","L","R","Macro","NK",0.848
"TNFSF13 & TNFRSF14","L","R","Macro","T_cell",1.004
"TNFSF13 & TNFRSF1A","L","R","Macro","CAF",1.105
"TNFSF13 & TNFRSF1A","L","R","Macro","Endo",1.14
"TNFSF13 & TNFRSF1A","L","R","Macro","Macro",1.042
"TNFSF13 & TNFRSF1A","L","R","Macro","malignant_cell",0.912
"TNFSF13 & TNFRSF1A","L","R","Macro","NK",0.866
"TNFSF13 & TNFRSF1A","L","R","Macro","T_cell",0.7
"TNFSF13B & CD40","L","R","CAF","B_cell",0.703
"TNFSF13B & CD40","L","R","Macro","B_cell",1.052
"TNFSF13B & CD40","L","R","malignant_cell","B_cell",0.523
"TNFSF13B & CD40","L","R","CAF","CAF",0.453
"TNFSF13B & CD40","L","R","Macro","CAF",0.802
"TNFSF13B & CD40","L","R","malignant_cell","CAF",0.274
"TNFSF13B & CD40","L","R","CAF","Endo",0.433
"TNFSF13B & CD40","L","R","Macro","Endo",0.782
"TNFSF13B & CD40","L","R","malignant_cell","Endo",0.254
"TNFSF13B & CD40","L","R","CAF","Macro",0.523
"TNFSF13B & CD40","L","R","Macro","Macro",0.872
"TNFSF13B & CD40","L","R","malignant_cell","Macro",0.344
"TNFSF13B & HLA-DPB1","L","R","CAF","B_cell",1.213
"TNFSF13B & HLA-DPB1","L","R","Macro","B_cell",1.562
"TNFSF13B & HLA-DPB1","L","R","malignant_cell","B_cell",1.034
"TNFSF13B & HLA-DPB1","L","R","Macro","CAF",0.765
"TNFSF13B & HLA-DPB1","L","R","CAF","Endo",0.58
"TNFSF13B & HLA-DPB1","L","R","Macro","Endo",0.929
"TNFSF13B & HLA-DPB1","L","R","CAF","Macro",1.189
"TNFSF13B & HLA-DPB1","L","R","Macro","Macro",1.538
"TNFSF13B & HLA-DPB1","L","R","malignant_cell","Macro",1.01
"TNFSF13B & HLA-DPB1","L","R","Macro","malignant_cell",0.666
"TNFSF13B & HLA-DPB1","L","R","Macro","NK",0.766
"TNFSF13B & HLA-DPB1","L","R","CAF","T_cell",0.678
"TNFSF13B & HLA-DPB1","L","R","Macro","T_cell",1.027
"TNFSF13B & HLA-DPB1","L","R","malignant_cell","T_cell",0.499
"TNFSF13B & TFRC","L","R","CAF","B_cell",0.39
"TNFSF13B & TFRC","L","R","Macro","B_cell",0.739
"TNFSF13B & TFRC","L","R","CAF","CAF",0.471
"TNFSF13B & TFRC","L","R","Macro","CAF",0.82
"TNFSF13B & TFRC","L","R","Macro","Endo",0.646
"TNFSF13B & TFRC","L","R","CAF","Macro",0.492
"TNFSF13B & TFRC","L","R","Macro","Macro",0.841
"TNFSF13B & TFRC","L","R","CAF","malignant_cell",0.504
"TNFSF13B & TFRC","L","R","Macro","malignant_cell",0.852
"TNFSF13B & TFRC","L","R","malignant_cell","malignant_cell",0.324
"TNFSF13B & TFRC","L","R","Macro","NK",0.672
"TNFSF13B & TFRC","L","R","CAF","T_cell",0.446
"TNFSF13B & TFRC","L","R","Macro","T_cell",0.795
"TNFSF13B & TNFRSF13B","L","R","CAF","B_cell",0.432
"TNFSF13B & TNFRSF13B","L","R","Macro","B_cell",0.781
"TNFSF13B & TNFRSF13B","L","R","malignant_cell","B_cell",0.253
"TNFSF13B & TNFRSF13C","L","R","CAF","B_cell",0.324
"TNFSF13B & TNFRSF13C","L","R","Macro","B_cell",0.673
"TNFSF13B & TNFRSF13C","L","R","malignant_cell","B_cell",0.144
"TNFSF14 & LTBR","L","R","B_cell","CAF",0.738
"TNFSF14 & LTBR","L","R","B_cell","Endo",0.719
"TNFSF14 & LTBR","L","R","B_cell","Macro",0.71
"TNFSF14 & LTBR","L","R","B_cell","malignant_cell",0.734
"TNFSF14 & LTBR","L","R","CAF","CAF",0.631
"TNFSF14 & LTBR","L","R","CAF","Endo",0.612
"TNFSF14 & LTBR","L","R","CAF","Macro",0.603
"TNFSF14 & LTBR","L","R","CAF","malignant_cell",0.627
"TNFSF14 & LTBR","L","R","Endo","CAF",0.659
"TNFSF14 & LTBR","L","R","Endo","Endo",0.641
"TNFSF14 & LTBR","L","R","Endo","Macro",0.632
"TNFSF14 & LTBR","L","R","Endo","malignant_cell",0.655
"TNFSF14 & LTBR","L","R","Macro","CAF",0.654
"TNFSF14 & LTBR","L","R","Macro","Endo",0.636
"TNFSF14 & LTBR","L","R","Macro","Macro",0.627
"TNFSF14 & LTBR","L","R","Macro","malignant_cell",0.651
"TNFSF14 & LTBR","L","R","malignant_cell","CAF",0.588
"TNFSF14 & LTBR","L","R","malignant_cell","Endo",0.57
"TNFSF14 & LTBR","L","R","malignant_cell","Macro",0.561
"TNFSF14 & LTBR","L","R","malignant_cell","malignant_cell",0.584
"TNFSF14 & LTBR","L","R","NK","CAF",0.835
"TNFSF14 & LTBR","L","R","NK","Endo",0.817
"TNFSF14 & LTBR","L","R","NK","Macro",0.808
"TNFSF14 & LTBR","L","R","NK","malignant_cell",0.831
"TNFSF14 & LTBR","L","R","T_cell","CAF",0.806
"TNFSF14 & LTBR","L","R","T_cell","Endo",0.787
"TNFSF14 & LTBR","L","R","T_cell","Macro",0.778
"TNFSF14 & LTBR","L","R","T_cell","malignant_cell",0.802
"TNFSF14 & TNFRSF14","L","R","B_cell","Endo",0.763
"TNFSF14 & TNFRSF14","L","R","B_cell","Macro",0.788
"TNFSF14 & TNFRSF14","L","R","B_cell","malignant_cell",0.748
"TNFSF14 & TNFRSF14","L","R","NK","Endo",0.861
"TNFSF14 & TNFRSF14","L","R","NK","Macro",0.885
"TNFSF14 & TNFRSF14","L","R","NK","malignant_cell",0.845
"TNFSF14 & TNFRSF14","L","R","NK","T_cell",0.741
"TNFSF14 & TNFRSF14","L","R","T_cell","Endo",0.831
"TNFSF14 & TNFRSF14","L","R","T_cell","Macro",0.856
"TNFSF14 & TNFRSF14","L","R","T_cell","malignant_cell",0.816
"TNFSF14 & TNFRSF14","L","R","T_cell","T_cell",0.712
"TNFSF14 & TNFRSF6B","L","R","B_cell","CAF",0.428
"TNFSF14 & TNFRSF6B","L","R","B_cell","Endo",0.393
"TNFSF14 & TNFRSF6B","L","R","B_cell","malignant_cell",0.292
"TNFSF14 & TNFRSF6B","L","R","CAF","CAF",0.321
"TNFSF14 & TNFRSF6B","L","R","Endo","CAF",0.349
"TNFSF14 & TNFRSF6B","L","R","Endo","Endo",0.314
"TNFSF14 & TNFRSF6B","L","R","Macro","CAF",0.345
"TNFSF14 & TNFRSF6B","L","R","Macro","Endo",0.31
"TNFSF14 & TNFRSF6B","L","R","NK","CAF",0.525
"TNFSF14 & TNFRSF6B","L","R","NK","Endo",0.49
"TNFSF14 & TNFRSF6B","L","R","NK","malignant_cell",0.39
"TNFSF14 & TNFRSF6B","L","R","T_cell","CAF",0.496
"TNFSF14 & TNFRSF6B","L","R","T_cell","Endo",0.461
"TNFSF14 & TNFRSF6B","L","R","T_cell","malignant_cell",0.36
"TNFSF15 & TNFRSF25","L","R","B_cell","Endo",0.234
"TNFSF15 & TNFRSF25","L","R","B_cell","T_cell",0.298
"TNFSF15 & TNFRSF25","L","R","CAF","T_cell",0.206
"TNFSF15 & TNFRSF25","L","R","Endo","T_cell",0.237
"TNFSF15 & TNFRSF25","L","R","Macro","Endo",0.223
"TNFSF15 & TNFRSF25","L","R","Macro","T_cell",0.287
"TNFSF15 & TNFRSF25","L","R","malignant_cell","T_cell",0.215
"TNFSF15 & TNFRSF25","L","R","NK","T_cell",0.29
"TNFSF15 & TNFRSF25","L","R","T_cell","T_cell",0.278
"TNFSF15 & TNFRSF6B","L","R","B_cell","CAF",0.315
"TNFSF15 & TNFRSF6B","L","R","B_cell","Endo",0.28
"TNFSF15 & TNFRSF6B","L","R","B_cell","malignant_cell",0.18
"TNFSF15 & TNFRSF6B","L","R","CAF","CAF",0.224
"TNFSF15 & TNFRSF6B","L","R","CAF","Endo",0.189
"TNFSF15 & TNFRSF6B","L","R","Endo","CAF",0.255
"TNFSF15 & TNFRSF6B","L","R","Endo","Endo",0.22
"TNFSF15 & TNFRSF6B","L","R","Macro","CAF",0.305
"TNFSF15 & TNFRSF6B","L","R","Macro","Endo",0.27
"TNFSF15 & TNFRSF6B","L","R","Macro","malignant_cell",0.169
"TNFSF15 & TNFRSF6B","L","R","malignant_cell","CAF",0.233
"TNFSF15 & TNFRSF6B","L","R","malignant_cell","Endo",0.198
"TNFSF15 & TNFRSF6B","L","R","NK","CAF",0.308
"TNFSF15 & TNFRSF6B","L","R","NK","Endo",0.273
"TNFSF15 & TNFRSF6B","L","R","NK","malignant_cell",0.172
"TNFSF15 & TNFRSF6B","L","R","T_cell","CAF",0.296
"TNFSF15 & TNFRSF6B","L","R","T_cell","Endo",0.261
"TNFSF15 & TNFRSF6B","L","R","T_cell","malignant_cell",0.16
"TNFSF4 & TNFRSF4","L","R","malignant_cell","Endo",0.445
"TNFSF4 & TNFRSF4","L","R","malignant_cell","NK",0.284
"TNFSF4 & TNFRSF4","L","R","malignant_cell","T_cell",0.267
"TNFSF9 & HLA-DPA1","L","R","B_cell","B_cell",1.191
"TNFSF9 & HLA-DPA1","L","R","CAF","B_cell",1.173
"TNFSF9 & HLA-DPA1","L","R","malignant_cell","B_cell",1.175
"TNFSF9 & HLA-DPA1","L","R","T_cell","B_cell",1.219
"TNFSF9 & HLA-DPA1","L","R","B_cell","Macro",1.14
"TNFSF9 & HLA-DPA1","L","R","CAF","Macro",1.123
"TNFSF9 & HLA-DPA1","L","R","malignant_cell","Macro",1.124
"TNFSF9 & HLA-DPA1","L","R","T_cell","Macro",1.169
"TNFSF9 & HLA-DPA1","L","R","B_cell","T_cell",0.558
"TNFSF9 & HLA-DPA1","L","R","T_cell","T_cell",0.587
"TNFSF9 & PVR","L","R","B_cell","CAF",0.287
"TNFSF9 & PVR","L","R","CAF","CAF",0.269
"TNFSF9 & PVR","L","R","malignant_cell","CAF",0.271
"TNFSF9 & PVR","L","R","T_cell","CAF",0.315
"TNFSF9 & PVR","L","R","B_cell","Endo",0.369
"TNFSF9 & PVR","L","R","CAF","Endo",0.351
"TNFSF9 & PVR","L","R","malignant_cell","Endo",0.352
"TNFSF9 & PVR","L","R","T_cell","Endo",0.397
"TNFSF9 & PVR","L","R","B_cell","malignant_cell",0.201
"TNFSF9 & PVR","L","R","malignant_cell","malignant_cell",0.185
"TNFSF9 & PVR","L","R","T_cell","malignant_cell",0.23
"TNFSF9 & PVR","L","R","T_cell","NK",0.205
"TNFSF9 & TNFRSF9","L","R","B_cell","T_cell",0.534
"TNFSF9 & TNFRSF9","L","R","CAF","T_cell",0.517
"TNFSF9 & TNFRSF9","L","R","malignant_cell","T_cell",0.518
"TNFSF9 & TNFRSF9","L","R","T_cell","B_cell",0.42
"TNFSF9 & TNFRSF9","L","R","T_cell","T_cell",0.563
"ULBP2 & NKG2D II receptor","L","R","CAF","NK",1.032
"ULBP2 & NKG2D II receptor","L","R","CAF","T_cell",0.579
"VCAM1 & a4b1 complex","L","R","CAF","B_cell",0.662
"VCAM1 & a4b1 complex","L","R","CAF","Macro",0.646
"VCAM1 & a4b1 complex","L","R","CAF","NK",0.697
"VCAM1 & a4b1 complex","L","R","CAF","T_cell",0.728
"VCAM1 & a4b1 complex","L","R","Endo","B_cell",0.501
"VCAM1 & a4b1 complex","L","R","Endo","Macro",0.486
"VCAM1 & a4b1 complex","L","R","Endo","NK",0.536
"VCAM1 & a4b1 complex","L","R","Endo","T_cell",0.567
"VCAM1 & a4b1 complex","L","R","Macro","T_cell",0.481
"VCAM1 & a4b1 complex","L","R","T_cell","B_cell",0.522
"VCAM1 & a4b1 complex","L","R","T_cell","Macro",0.507
"VCAM1 & a4b1 complex","L","R","T_cell","NK",0.557
"VCAM1 & a4b1 complex","L","R","T_cell","T_cell",0.588
"VCAM1 & a4b7 complex","L","R","CAF","B_cell",0.423
"VCAM1 & a4b7 complex","L","R","CAF","Macro",0.366
"VCAM1 & a4b7 complex","L","R","CAF","NK",0.466
"VCAM1 & a4b7 complex","L","R","CAF","T_cell",0.496
"VCAM1 & a4b7 complex","L","R","Endo","T_cell",0.335
"VCAM1 & a4b7 complex","L","R","T_cell","B_cell",0.283
"VCAM1 & a4b7 complex","L","R","T_cell","NK",0.326
"VCAM1 & a4b7 complex","L","R","T_cell","T_cell",0.356
"VCAM1 & a9b1 complex","L","R","CAF","Endo",0.435
"VCAM1 & a9b1 complex","L","R","Endo","Endo",0.274
"VCAM1 & a9b1 complex","L","R","Macro","Endo",0.189
"VCAM1 & a9b1 complex","L","R","T_cell","Endo",0.295
"VEGFA & EPHB2","L","R","CAF","CAF",0.161
"VEGFA & EPHB2","L","R","CAF","Endo",0.152
"VEGFA & EPHB2","L","R","CAF","Macro",0.164
"VEGFA & EPHB2","L","R","Macro","CAF",0.186
"VEGFA & EPHB2","L","R","Macro","Endo",0.177
"VEGFA & EPHB2","L","R","Macro","Macro",0.189
"VEGFA & EPHB2","L","R","malignant_cell","CAF",0.14
"VEGFA & EPHB2","L","R","malignant_cell","Endo",0.131
"VEGFA & EPHB2","L","R","malignant_cell","Macro",0.143
"VEGFA & FLT1","L","R","CAF","B_cell",0.29
"VEGFA & FLT1","L","R","CAF","Endo",0.377
"VEGFA & FLT1","L","R","CAF","Macro",0.243
"VEGFA & FLT1","L","R","CAF","NK",0.268
"VEGFA & FLT1","L","R","CAF","T_cell",0.277
"VEGFA & FLT1","L","R","Macro","B_cell",0.315
"VEGFA & FLT1","L","R","Macro","Endo",0.402
"VEGFA & FLT1","L","R","Macro","Macro",0.268
"VEGFA & FLT1","L","R","Macro","NK",0.293
"VEGFA & FLT1","L","R","Macro","T_cell",0.302
"VEGFA & FLT1","L","R","malignant_cell","B_cell",0.269
"VEGFA & FLT1","L","R","malignant_cell","Endo",0.356
"VEGFA & FLT1","L","R","malignant_cell","Macro",0.222
"VEGFA & FLT1","L","R","malignant_cell","NK",0.248
"VEGFA & FLT1","L","R","malignant_cell","T_cell",0.256
"VEGFA & FLT1 complex","L","R","CAF","Endo",0.539
"VEGFA & FLT1 complex","L","R","Macro","Endo",0.564
"VEGFA & FLT1 complex","L","R","malignant_cell","Endo",0.518
"VEGFA & KDR","L","R","CAF","Endo",0.539
"VEGFA & KDR","L","R","Macro","Endo",0.564
"VEGFA & KDR","L","R","malignant_cell","Endo",0.518
"VEGFA & NRP1","L","R","CAF","CAF",0.677
"VEGFA & NRP1","L","R","Macro","CAF",0.702
"VEGFA & NRP1","L","R","malignant_cell","CAF",0.656
"VEGFA & NRP1","L","R","CAF","Endo",0.453
"VEGFA & NRP1","L","R","Macro","Endo",0.478
"VEGFA & NRP1","L","R","malignant_cell","Endo",0.432
"VEGFA & NRP1","L","R","CAF","Macro",0.451
"VEGFA & NRP1","L","R","Macro","Macro",0.475
"VEGFA & NRP1","L","R","malignant_cell","Macro",0.43
"VEGFA & NRP2","L","R","Macro","CAF",0.241
"VEGFA & NRP2","L","R","CAF","Endo",0.536
"VEGFA & NRP2","L","R","Macro","Endo",0.561
"VEGFA & NRP2","L","R","malignant_cell","Endo",0.515
"VEGFA & NRP2","L","R","CAF","Macro",0.291
"VEGFA & NRP2","L","R","Macro","Macro",0.315
"VEGFA & NRP2","L","R","malignant_cell","Macro",0.27
"VEGFA & NRP2","L","R","CAF","malignant_cell",0.526
"VEGFA & NRP2","L","R","Macro","malignant_cell",0.551
"VEGFA & NRP2","L","R","malignant_cell","malignant_cell",0.505
"VEGFB & ADRB2","L","R","malignant_cell","CAF",0.158
"VEGFB & ADRB2","L","R","CAF","Endo",0.141
"VEGFB & ADRB2","L","R","Endo","Endo",0.161
"VEGFB & ADRB2","L","R","Macro","Endo",0.166
"VEGFB & ADRB2","L","R","malignant_cell","Endo",0.185
"VEGFB & ADRB2","L","R","CAF","Macro",0.169
"VEGFB & ADRB2","L","R","Endo","Macro",0.189
"VEGFB & ADRB2","L","R","Macro","Macro",0.194
"VEGFB & ADRB2","L","R","malignant_cell","Macro",0.214
"VEGFB & ADRB2","L","R","CAF","NK",0.372
"VEGFB & ADRB2","L","R","Endo","NK",0.392
"VEGFB & ADRB2","L","R","Macro","NK",0.397
"VEGFB & ADRB2","L","R","malignant_cell","NK",0.416
"VEGFB & FLT1","L","R","CAF","B_cell",0.266
"VEGFB & FLT1","L","R","Endo","B_cell",0.286
"VEGFB & FLT1","L","R","Macro","B_cell",0.291
"VEGFB & FLT1","L","R","malignant_cell","B_cell",0.311
"VEGFB & FLT1","L","R","CAF","Endo",0.352
"VEGFB & FLT1","L","R","Endo","Endo",0.372
"VEGFB & FLT1","L","R","Macro","Endo",0.378
"VEGFB & FLT1","L","R","malignant_cell","Endo",0.397
"VEGFB & FLT1","L","R","Endo","Macro",0.238
"VEGFB & FLT1","L","R","Macro","Macro",0.244
"VEGFB & FLT1","L","R","malignant_cell","Macro",0.263
"VEGFB & FLT1","L","R","Endo","NK",0.264
"VEGFB & FLT1","L","R","Macro","NK",0.27
"VEGFB & FLT1","L","R","malignant_cell","NK",0.289
"VEGFB & FLT1","L","R","CAF","T_cell",0.253
"VEGFB & FLT1","L","R","Endo","T_cell",0.273
"VEGFB & FLT1","L","R","Macro","T_cell",0.278
"VEGFB & FLT1","L","R","malignant_cell","T_cell",0.297
"VEGFB & FLT1 complex","L","R","CAF","Endo",0.515
"VEGFB & FLT1 complex","L","R","Endo","Endo",0.535
"VEGFB & FLT1 complex","L","R","Macro","Endo",0.54
"VEGFB & FLT1 complex","L","R","malignant_cell","Endo",0.559
"VEGFB & NRP1","L","R","CAF","CAF",0.652
"VEGFB & NRP1","L","R","Endo","CAF",0.672
"VEGFB & NRP1","L","R","Macro","CAF",0.678
"VEGFB & NRP1","L","R","malignant_cell","CAF",0.697
"VEGFB & NRP1","L","R","CAF","Endo",0.429
"VEGFB & NRP1","L","R","Endo","Endo",0.449
"VEGFB & NRP1","L","R","Macro","Endo",0.454
"VEGFB & NRP1","L","R","malignant_cell","Endo",0.473
"VEGFB & NRP1","L","R","CAF","Macro",0.426
"VEGFB & NRP1","L","R","Endo","Macro",0.446
"VEGFB & NRP1","L","R","Macro","Macro",0.452
"VEGFB & NRP1","L","R","malignant_cell","Macro",0.471
"VEGFC & FLT4","L","R","CAF","B_cell",0.155
"VEGFC & FLT4","L","R","Endo","B_cell",0.132
"VEGFC & FLT4","L","R","CAF","CAF",0.15
